Subject 	 1 	 InitialTime 	 556.343690 	 BlockNumber 	 1.000000 	 BlockCondition 	 Colour 	 BlockTime 	 4.487781 	 TrialNumber 	 1 	 TrialTime 	 4.500257 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 5.318154 	 StimulusOff 	 5.821450 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 19 	 TrialTime 	 107.076962 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 107.109300 	 StimulusOff 	 107.625995 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 20 	 TrialTime 	 107.627079 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 107.659311 	 StimulusOff 	 108.176024 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 21 	 TrialTime 	 108.177045 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 108.209297 	 StimulusOff 	 108.725982 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 22 	 TrialTime 	 108.727106 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 108.759304 	 StimulusOff 	 109.275990 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 23 	 TrialTime 	 109.277128 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 109.309300 	 StimulusOff 	 109.825979 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 24 	 TrialTime 	 109.827060 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 109.859340 	 StimulusOff 	 110.375966 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 25 	 TrialTime 	 110.377057 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 110.409293 	 StimulusOff 	 110.925957 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 26 	 TrialTime 	 110.926953 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 110.959328 	 StimulusOff 	 111.475972 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 27 	 TrialTime 	 111.477165 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 111.509276 	 StimulusOff 	 112.025940 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 28 	 TrialTime 	 112.027030 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 112.059293 	 StimulusOff 	 112.575965 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 29 	 TrialTime 	 112.577121 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 112.609292 	 StimulusOff 	 113.125933 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 3.000000 	 BlockCondition 	 Colour 	 BlockTime 	 94.010419 	 TrialNumber 	 30 	 TrialTime 	 113.129372 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 113.159291 	 StimulusOff 	 113.675932 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 1 	 TrialTime 	 116.709709 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 116.742617 	 StimulusOff 	 117.259299 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 2 	 TrialTime 	 117.260503 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 117.292616 	 StimulusOff 	 117.809300 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 3 	 TrialTime 	 117.810497 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 117.859277 	 StimulusOff 	 118.375948 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 4 	 TrialTime 	 118.377243 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 118.425955 	 StimulusOff 	 118.942628 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 5 	 TrialTime 	 118.943932 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 118.975936 	 StimulusOff 	 119.492629 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 6 	 TrialTime 	 119.493796 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 119.525933 	 StimulusOff 	 120.042626 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 7 	 TrialTime 	 120.043812 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 120.092617 	 StimulusOff 	 120.609287 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 8 	 TrialTime 	 120.610479 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 120.642587 	 StimulusOff 	 121.159338 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 9 	 TrialTime 	 121.160437 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 121.209263 	 StimulusOff 	 121.725960 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 10 	 TrialTime 	 121.727467 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 121.759250 	 StimulusOff 	 122.275975 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 11 	 TrialTime 	 122.277008 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 122.325937 	 StimulusOff 	 122.842678 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 12 	 TrialTime 	 122.855273 	 ImageNumber 	 16 	 Dot 	 Yes 	 StimulusOn 	 122.892593 	 StimulusOff 	 123.409264 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 13 	 TrialTime 	 123.410273 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 123.459233 	 StimulusOff 	 123.975955 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 14 	 TrialTime 	 123.978527 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 124.025915 	 StimulusOff 	 124.542611 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 15 	 TrialTime 	 124.543646 	 ImageNumber 	 15 	 Dot 	 Yes 	 StimulusOn 	 124.592595 	 StimulusOff 	 125.109246 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 16 	 TrialTime 	 125.110479 	 ImageNumber 	 11 	 Dot 	 Yes 	 StimulusOn 	 125.142596 	 StimulusOff 	 125.659248 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 17 	 TrialTime 	 125.660544 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 125.692588 	 StimulusOff 	 126.209289 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 18 	 TrialTime 	 126.211777 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 126.242609 	 StimulusOff 	 126.759298 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 19 	 TrialTime 	 126.760585 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 126.792590 	 StimulusOff 	 127.309263 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 20 	 TrialTime 	 127.313532 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 127.342598 	 StimulusOff 	 127.859267 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 21 	 TrialTime 	 127.861565 	 ImageNumber 	 7 	 Dot 	 Yes 	 StimulusOn 	 127.892601 	 StimulusOff 	 128.409266 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 22 	 TrialTime 	 128.412181 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 128.459275 	 StimulusOff 	 128.975945 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 23 	 TrialTime 	 129.011654 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 129.042605 	 StimulusOff 	 129.559272 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 24 	 TrialTime 	 129.560426 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 129.592571 	 StimulusOff 	 130.109276 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 25 	 TrialTime 	 130.110486 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 130.142586 	 StimulusOff 	 130.659265 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 26 	 TrialTime 	 130.660645 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 130.692568 	 StimulusOff 	 131.209270 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 27 	 TrialTime 	 131.210458 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 131.242553 	 StimulusOff 	 131.759312 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 28 	 TrialTime 	 131.761787 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 131.792620 	 StimulusOff 	 132.309269 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 29 	 TrialTime 	 132.310300 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 132.342550 	 StimulusOff 	 132.859266 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 4.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 113.676912 	 TrialNumber 	 30 	 TrialTime 	 132.860480 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 132.892541 	 StimulusOff 	 133.409263 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 1 	 TrialTime 	 136.442953 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 136.492547 	 StimulusOff 	 137.009257 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 2 	 TrialTime 	 137.010536 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 137.059241 	 StimulusOff 	 137.575923 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 3 	 TrialTime 	 137.578145 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 137.625929 	 StimulusOff 	 138.142595 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 4 	 TrialTime 	 138.143683 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 138.175903 	 StimulusOff 	 138.692586 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 5 	 TrialTime 	 138.693903 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 138.742561 	 StimulusOff 	 139.259267 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 6 	 TrialTime 	 139.260686 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 139.309232 	 StimulusOff 	 139.825898 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 7 	 TrialTime 	 139.826963 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 139.875892 	 StimulusOff 	 140.392585 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 8 	 TrialTime 	 140.393586 	 ImageNumber 	 12 	 Dot 	 Yes 	 StimulusOn 	 140.425867 	 StimulusOff 	 140.942580 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 9 	 TrialTime 	 140.943786 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 140.992562 	 StimulusOff 	 141.509246 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 10 	 TrialTime 	 141.510411 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 141.542581 	 StimulusOff 	 142.059328 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 11 	 TrialTime 	 142.060694 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 142.092569 	 StimulusOff 	 142.609230 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 12 	 TrialTime 	 142.610408 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 142.659233 	 StimulusOff 	 143.175878 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 13 	 TrialTime 	 143.177039 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 143.209235 	 StimulusOff 	 143.725888 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 14 	 TrialTime 	 143.726871 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 143.775911 	 StimulusOff 	 144.292581 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 15 	 TrialTime 	 144.293570 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 144.325912 	 StimulusOff 	 144.842565 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 16 	 TrialTime 	 144.843597 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 144.875855 	 StimulusOff 	 145.392574 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 17 	 TrialTime 	 145.393775 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 145.425852 	 StimulusOff 	 145.942565 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 18 	 TrialTime 	 145.943695 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 145.975854 	 StimulusOff 	 146.492570 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 19 	 TrialTime 	 146.493786 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 146.525867 	 StimulusOff 	 147.042568 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 20 	 TrialTime 	 147.043960 	 ImageNumber 	 7 	 Dot 	 Yes 	 StimulusOn 	 147.075872 	 StimulusOff 	 147.592565 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 21 	 TrialTime 	 147.593874 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 147.625875 	 StimulusOff 	 148.142561 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 22 	 TrialTime 	 148.143613 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 148.175887 	 StimulusOff 	 148.692547 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 23 	 TrialTime 	 148.693660 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 148.725858 	 StimulusOff 	 149.242562 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 24 	 TrialTime 	 149.243728 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 149.275886 	 StimulusOff 	 149.792558 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 25 	 TrialTime 	 149.793897 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 149.825894 	 StimulusOff 	 150.342619 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 26 	 TrialTime 	 150.344120 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 150.375883 	 StimulusOff 	 150.892564 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 27 	 TrialTime 	 150.893681 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 150.925881 	 StimulusOff 	 151.442562 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 28 	 TrialTime 	 151.443560 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 151.492537 	 StimulusOff 	 152.009184 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 29 	 TrialTime 	 152.010108 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 152.042547 	 StimulusOff 	 152.559204 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 5.000000 	 BlockCondition 	 Colour 	 BlockTime 	 133.410290 	 TrialNumber 	 30 	 TrialTime 	 152.560318 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 152.592550 	 StimulusOff 	 153.109182 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 1 	 TrialTime 	 156.142907 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 156.175865 	 StimulusOff 	 156.692550 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 2 	 TrialTime 	 156.693752 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 156.725902 	 StimulusOff 	 157.242539 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 3 	 TrialTime 	 157.243836 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 157.275864 	 StimulusOff 	 157.792556 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 4 	 TrialTime 	 157.793981 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 157.842519 	 StimulusOff 	 158.359252 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 5 	 TrialTime 	 158.360366 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 158.392527 	 StimulusOff 	 158.909238 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 6 	 TrialTime 	 158.910438 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 158.959192 	 StimulusOff 	 159.475884 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 7 	 TrialTime 	 159.477030 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 159.509193 	 StimulusOff 	 160.025890 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 8 	 TrialTime 	 160.026980 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 160.059192 	 StimulusOff 	 160.575874 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 9 	 TrialTime 	 160.576965 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 160.609191 	 StimulusOff 	 161.125869 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 10 	 TrialTime 	 161.127073 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 161.159191 	 StimulusOff 	 161.675883 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 11 	 TrialTime 	 161.677033 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 161.709242 	 StimulusOff 	 162.225836 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 12 	 TrialTime 	 162.226895 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 162.259165 	 StimulusOff 	 162.775883 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 13 	 TrialTime 	 162.776962 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 162.825851 	 StimulusOff 	 163.342490 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 14 	 TrialTime 	 163.343666 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 163.392520 	 StimulusOff 	 163.909198 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 15 	 TrialTime 	 163.910376 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 163.959176 	 StimulusOff 	 164.475811 	 
Subject 	 1 	 InitialTime 	 1982.372145 	 BlockNumber 	 6.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 153.110303 	 TrialNumber 	 16 	 TrialTime 	 164.476639 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 164.509152 	 StimulusOff 	 165.025825 	 
