Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 1.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 4.037280 	 TrialNumber 	 1 	 TrialTime 	 4.039562 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 4.186313 	 StimulusOff 	 4.702974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 24 	 TrialTime 	 349.885898 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 349.918097 	 StimulusOff 	 350.434745 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 25 	 TrialTime 	 350.435750 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 350.468063 	 StimulusOff 	 350.984739 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 26 	 TrialTime 	 350.996657 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 351.118046 	 StimulusOff 	 351.634746 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 27 	 TrialTime 	 351.636028 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 351.668037 	 StimulusOff 	 352.184741 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 28 	 TrialTime 	 352.195660 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 352.334732 	 StimulusOff 	 352.851409 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 29 	 TrialTime 	 352.852393 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 352.884730 	 StimulusOff 	 353.401399 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 18.000000 	 BlockCondition 	 Colour 	 BlockTime 	 333.860050 	 TrialNumber 	 30 	 TrialTime 	 353.403978 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 353.434754 	 StimulusOff 	 353.951394 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 1 	 TrialTime 	 357.101819 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 357.184753 	 StimulusOff 	 357.701360 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 2 	 TrialTime 	 357.702377 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 357.734712 	 StimulusOff 	 358.251373 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 3 	 TrialTime 	 358.252274 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 358.284717 	 StimulusOff 	 358.801344 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 4 	 TrialTime 	 358.837650 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 359.034733 	 StimulusOff 	 359.551343 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 5 	 TrialTime 	 359.552280 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 359.584700 	 StimulusOff 	 360.101343 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 6 	 TrialTime 	 360.137312 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 360.251337 	 StimulusOff 	 360.768018 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 7 	 TrialTime 	 360.769112 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 360.801333 	 StimulusOff 	 361.318028 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 8 	 TrialTime 	 361.355820 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 361.484700 	 StimulusOff 	 362.001368 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 9 	 TrialTime 	 362.046053 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 362.284744 	 StimulusOff 	 362.801327 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 10 	 TrialTime 	 362.802386 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 362.834685 	 StimulusOff 	 363.351341 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 11 	 TrialTime 	 363.352333 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 363.384692 	 StimulusOff 	 363.901402 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 12 	 TrialTime 	 363.903094 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 363.934710 	 StimulusOff 	 364.451350 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 13 	 TrialTime 	 364.452564 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 364.484699 	 StimulusOff 	 365.001342 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 14 	 TrialTime 	 365.002256 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 365.034667 	 StimulusOff 	 365.551344 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 15 	 TrialTime 	 365.552594 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 365.601341 	 StimulusOff 	 366.118055 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 16 	 TrialTime 	 366.119471 	 ImageNumber 	 6 	 Dot 	 Yes 	 StimulusOn 	 366.151338 	 StimulusOff 	 366.668002 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 17 	 TrialTime 	 366.669169 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 366.701336 	 StimulusOff 	 367.218001 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 18 	 TrialTime 	 367.219087 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 367.251341 	 StimulusOff 	 367.767996 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 19 	 TrialTime 	 367.769131 	 ImageNumber 	 10 	 Dot 	 Yes 	 StimulusOn 	 367.801346 	 StimulusOff 	 368.318001 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 20 	 TrialTime 	 368.319049 	 ImageNumber 	 1 	 Dot 	 Yes 	 StimulusOn 	 368.351335 	 StimulusOff 	 368.867991 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 21 	 TrialTime 	 368.904097 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 369.368023 	 StimulusOff 	 369.884670 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 22 	 TrialTime 	 369.917568 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 370.418010 	 StimulusOff 	 370.934630 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 23 	 TrialTime 	 370.987128 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 371.568019 	 StimulusOff 	 372.084641 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 24 	 TrialTime 	 372.126295 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 372.618018 	 StimulusOff 	 373.134666 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 25 	 TrialTime 	 373.172691 	 ImageNumber 	 15 	 Dot 	 Yes 	 StimulusOn 	 373.684668 	 StimulusOff 	 374.201322 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 26 	 TrialTime 	 374.240870 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 374.684677 	 StimulusOff 	 375.201310 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 27 	 TrialTime 	 375.202938 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 375.251311 	 StimulusOff 	 375.767974 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 28 	 TrialTime 	 375.769176 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 375.817946 	 StimulusOff 	 376.334625 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 29 	 TrialTime 	 376.335648 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 376.367929 	 StimulusOff 	 376.884624 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 19.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 354.075075 	 TrialNumber 	 30 	 TrialTime 	 376.886350 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 376.917934 	 StimulusOff 	 377.434634 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 1 	 TrialTime 	 380.501693 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 380.551285 	 StimulusOff 	 381.067945 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 2 	 TrialTime 	 381.103929 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 381.501295 	 StimulusOff 	 382.017960 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 3 	 TrialTime 	 382.018942 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 382.051260 	 StimulusOff 	 382.567932 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 4 	 TrialTime 	 382.601870 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 383.351300 	 StimulusOff 	 383.867935 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 5 	 TrialTime 	 383.899793 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 384.718019 	 StimulusOff 	 385.234586 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 6 	 TrialTime 	 385.271023 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 386.267951 	 StimulusOff 	 386.784573 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 7 	 TrialTime 	 386.819629 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 387.517953 	 StimulusOff 	 388.034588 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 8 	 TrialTime 	 388.036065 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 388.067920 	 StimulusOff 	 388.584564 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 9 	 TrialTime 	 388.585627 	 ImageNumber 	 4 	 Dot 	 Yes 	 StimulusOn 	 388.617912 	 StimulusOff 	 389.134558 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 10 	 TrialTime 	 389.135509 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 389.167908 	 StimulusOff 	 389.684548 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 11 	 TrialTime 	 389.685584 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 389.717896 	 StimulusOff 	 390.234531 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 12 	 TrialTime 	 390.235589 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 390.267896 	 StimulusOff 	 390.784539 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 13 	 TrialTime 	 390.785868 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 390.817887 	 StimulusOff 	 391.334527 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 14 	 TrialTime 	 391.335426 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 391.367872 	 StimulusOff 	 391.884534 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 15 	 TrialTime 	 391.885550 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 391.917898 	 StimulusOff 	 392.434527 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 16 	 TrialTime 	 392.435452 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 392.467892 	 StimulusOff 	 392.984530 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 17 	 TrialTime 	 392.985437 	 ImageNumber 	 5 	 Dot 	 Yes 	 StimulusOn 	 393.017893 	 StimulusOff 	 393.534517 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 18 	 TrialTime 	 393.535471 	 ImageNumber 	 12 	 Dot 	 No 	 StimulusOn 	 393.567862 	 StimulusOff 	 394.084563 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 19 	 TrialTime 	 394.086387 	 ImageNumber 	 6 	 Dot 	 No 	 StimulusOn 	 394.117870 	 StimulusOff 	 394.634530 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 20 	 TrialTime 	 394.635477 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 394.667868 	 StimulusOff 	 395.184513 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 21 	 TrialTime 	 395.185514 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 395.217874 	 StimulusOff 	 395.734529 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 22 	 TrialTime 	 395.735521 	 ImageNumber 	 2 	 Dot 	 No 	 StimulusOn 	 395.767839 	 StimulusOff 	 396.284552 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 23 	 TrialTime 	 396.285465 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 396.317845 	 StimulusOff 	 396.834528 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 24 	 TrialTime 	 396.835670 	 ImageNumber 	 13 	 Dot 	 Yes 	 StimulusOn 	 396.867831 	 StimulusOff 	 397.384551 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 25 	 TrialTime 	 397.385533 	 ImageNumber 	 8 	 Dot 	 No 	 StimulusOn 	 397.417850 	 StimulusOff 	 397.934516 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 26 	 TrialTime 	 397.952089 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 398.001198 	 StimulusOff 	 398.517830 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 27 	 TrialTime 	 398.518829 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 398.551181 	 StimulusOff 	 399.067863 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 28 	 TrialTime 	 399.069190 	 ImageNumber 	 4 	 Dot 	 No 	 StimulusOn 	 399.101187 	 StimulusOff 	 399.617825 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 29 	 TrialTime 	 399.618937 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 399.667816 	 StimulusOff 	 400.184537 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 20.000000 	 BlockCondition 	 Colour 	 BlockTime 	 377.467679 	 TrialNumber 	 30 	 TrialTime 	 400.185608 	 ImageNumber 	 9 	 Dot 	 Yes 	 StimulusOn 	 400.217819 	 StimulusOff 	 400.734523 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 1 	 TrialTime 	 403.784922 	 ImageNumber 	 5 	 Dot 	 No 	 StimulusOn 	 403.817840 	 StimulusOff 	 404.334500 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 2 	 TrialTime 	 404.335480 	 ImageNumber 	 14 	 Dot 	 No 	 StimulusOn 	 404.367818 	 StimulusOff 	 404.884496 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 3 	 TrialTime 	 404.885498 	 ImageNumber 	 11 	 Dot 	 No 	 StimulusOn 	 404.917804 	 StimulusOff 	 405.434491 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 4 	 TrialTime 	 405.435581 	 ImageNumber 	 1 	 Dot 	 No 	 StimulusOn 	 405.484491 	 StimulusOff 	 406.001163 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 5 	 TrialTime 	 406.002089 	 ImageNumber 	 9 	 Dot 	 No 	 StimulusOn 	 406.034493 	 StimulusOff 	 406.551140 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 6 	 TrialTime 	 406.551995 	 ImageNumber 	 3 	 Dot 	 No 	 StimulusOn 	 406.584502 	 StimulusOff 	 407.101134 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 7 	 TrialTime 	 407.102406 	 ImageNumber 	 10 	 Dot 	 No 	 StimulusOn 	 407.134484 	 StimulusOff 	 407.651122 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 8 	 TrialTime 	 407.652068 	 ImageNumber 	 13 	 Dot 	 No 	 StimulusOn 	 407.684490 	 StimulusOff 	 408.201116 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 9 	 TrialTime 	 408.202099 	 ImageNumber 	 7 	 Dot 	 No 	 StimulusOn 	 408.234477 	 StimulusOff 	 408.751116 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 10 	 TrialTime 	 408.752822 	 ImageNumber 	 16 	 Dot 	 No 	 StimulusOn 	 408.784468 	 StimulusOff 	 409.301128 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 11 	 TrialTime 	 409.302042 	 ImageNumber 	 4 	 Dot 	 Yes 	 StimulusOn 	 409.334483 	 StimulusOff 	 409.851136 	 ButtonPressed 	 0.000000 	 
Subject 	 2 	 InitialTime 	 176609.368905 	 BlockNumber 	 21.000000 	 BlockCondition 	 Greyscale 	 BlockTime 	 400.754591 	 TrialNumber 	 12 	 TrialTime 	 409.852246 	 ImageNumber 	 15 	 Dot 	 No 	 StimulusOn 	 409.884470 	 StimulusOff 	 410.401155 	 ButtonPressed 	 0.000000 	 
